gate_group,model_id,variable,group,question,expected_sign,coef_21d,t_hac_21d,coef_63d,t_hac_63d,coef_126d,t_hac_126d,nonoverlap_coef_63d,nonoverlap_t_63d,active_n_63d,nonoverlap_active_n_63d,direction_63_ok,adjacent_horizon_direction_ok,nonoverlap_direction_ok,economic_effect_63d,economic_magnitude_ok,coverage_ok,passes_gate
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_d,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × SPY drawdown depth: -z(SPY drawdown),1.0,0.0016547529957320702,0.38004980384396314,0.009770302201217256,1.4449562221524292,0.008052358548311205,0.8633273791076842,0.029075407925922673,1.1225919140448835,4984,37,True,True,True,0.009770302201217256,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_vh,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × High VIX: z(VIX 3Y percentile),1.0,0.0029824485401681936,0.9861647504354599,0.009373170502720069,1.905822394090549,0.016890057997756596,2.2287877883404206,0.010094881182023594,0.46721492768497286,4780,37,True,True,True,0.009373170502720069,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_vr,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × VIX relief: -z(VIX 21d change),,-0.0008575904006550984,-0.48450574178735867,-0.004174788283732013,-1.447421276242932,-0.007655511802030363,-3.0892089042178035,-0.017310140203168126,-0.8038089585013788,5010,37,,,,-0.004174788283732013,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_g63,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × G-D trailing 63d relative strength,,0.0005439842479950622,0.162830109973855,0.0018134612082333767,0.443719408719724,-0.003836964030498402,-0.6022159752661149,0.016859930481528552,0.76559637969297,2300,36,,,,0.0018134612082333767,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_g126,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × G-D trailing 126d relative strength,,-0.0015365367195234244,-0.42765602504414496,-0.002384935219107907,-0.49420332825973234,0.002205321308804452,0.29362421502672875,-0.0010344046254072842,-0.02988621279131087,2237,35,,,,-0.002384935219107907,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_cs,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × Credit stress level: z(BAA-10Y spread),1.0,0.008441882305944854,1.5723382940093285,0.017086026294573353,1.5053513500244018,0.023145091722050495,2.162876099256068,0.02457525410655813,0.4712982613080046,5010,37,True,True,True,0.017086026294573353,True,True,True
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_ce,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × Credit relief: -z(BAA-10Y spread 21d change),,-0.00019779807904932232,-0.07784139187869969,-0.0047337285590384175,-1.197638021840012,-0.004375177981404648,-1.5063167201295844,-0.04790598544590344,-1.37671116711066,5010,37,,,,-0.0047337285590384175,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_cg,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × Credit quality gap: z(BAA spread - AAA spread),,0.0019993422709879095,0.3393368110511347,-2.0292560408279123e-05,-0.0018840206923132223,0.002068664752163476,0.17487130048537036,0.02132690924740828,0.5076431081422038,5010,37,,,,-2.0292560408279123e-05,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_hys,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × HY ETF stress: z(HYG 252d drawdown depth),1.0,0.0027918017906089342,1.5831187575859018,0.0054940676325058195,1.902276097609588,0.0038128829175915696,0.7939153552496716,0.017843491663789506,1.5954133989090675,3490,37,True,True,True,0.0054940676325058195,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_hyr,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × HY ETF relief: z(HYG/LQD 21d relative return),,0.0038215133023843436,1.9637998864298047,0.0005079627867225226,0.18137455228101199,-0.010539018285030045,-2.3386146780449013,0.008627630950604776,0.320874957972597,3594,37,,,,0.0005079627867225226,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,r_x_lqs,1_all_pairwise_directional,Rate relief: -z(10Y yield 21d change) × IG credit stress: z(LQD/SHY 21d weakness),1.0,0.002958661468617619,2.3035914294449142,0.006184789567595729,2.3068294189860907,0.0047693738421581205,1.6332081669017935,0.03348486028013188,2.0928798055741327,3594,37,True,True,True,0.006184789567595729,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_vh,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × High VIX: z(VIX 3Y percentile),,0.0021767497763543163,0.3192215794913972,0.007166147224707616,0.45635553944228613,0.012406110886317583,0.5554277803725466,-0.06094576190978551,-1.589437590300841,4754,37,,,,0.007166147224707616,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_vr,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × VIX relief: -z(VIX 21d change),1.0,-0.0024389593627435276,-0.8952716030064223,-0.005739151999415219,-1.0844563699741843,-0.0042607904026595485,-0.5070733144257401,-0.008367188837087938,-0.22281605242562844,4984,37,False,False,False,-0.005739151999415219,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_g63,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × G-D trailing 63d relative strength,,-0.004621116582175281,-1.006568422605935,-0.0014922979235919061,-0.10978367012520532,-0.0010028891676126801,-0.04793007408193799,0.012542580172021927,0.4407855401695009,2300,36,,,,-0.0014922979235919061,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_g126,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × G-D trailing 126d relative strength,,-0.0024331899112140292,-0.4147252877319636,0.018991867704232696,1.5954138821605712,0.048443730014474475,4.12211332644254,0.03830565902748158,1.043844084481623,2237,35,,,,0.018991867704232696,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_cs,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × Credit stress level: z(BAA-10Y spread),,0.014264237956502489,1.6693580126007423,0.04455636074282445,2.664493223264095,0.043805632545007016,2.746223099558274,0.07895929494327353,1.102435372393762,5005,37,,,,0.04455636074282445,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_ce,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × Credit relief: -z(BAA-10Y spread 21d change),1.0,-0.007154038105135908,-1.8146893669766748,-0.018510060987604302,-2.452553845393173,-0.008578446331060852,-0.9526164506658431,-0.0427542934902498,-1.8775373970893339,4984,37,False,False,False,-0.018510060987604302,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_cg,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × Credit quality gap: z(BAA spread - AAA spread),,0.004581198384533773,0.47158249105053357,0.04221977374466415,2.0304016036798163,0.06910714870986631,2.0662477158553227,0.03783054693910713,0.38648195734470703,5005,37,,,,0.04221977374466415,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_hys,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × HY ETF stress: z(HYG 252d drawdown depth),,0.004607907572426679,0.8070568839166207,0.010195567536867029,0.8655672418640331,0.02469932479240053,1.6749509983190924,-0.010379796865151164,-0.31802236916682886,3489,37,,,,0.010195567536867029,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_hyr,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × HY ETF relief: z(HYG/LQD 21d relative return),1.0,-0.0011618630666927572,-0.35101897817552646,-0.0037604378272174444,-0.6352328473271971,-0.004260358587388615,-0.5558958307500111,-0.010024686489537759,-0.3511857608421045,3592,37,False,False,False,-0.0037604378272174444,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_lqs,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × IG credit stress: z(LQD/SHY 21d weakness),,0.00219763931041284,0.857985815432868,0.010442311552124647,2.041191328469856,0.009189967847615388,1.030582901537262,0.011290051869702174,0.38136278429135256,3592,37,,,,0.010442311552124647,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_vr,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × VIX relief: -z(VIX 21d change),1.0,0.0005696982798620311,0.1671978236522699,0.008016464736851527,1.8039416577559495,0.004287278338233359,0.5801494811011573,0.012154348196412312,0.3736967371689072,4780,37,True,True,True,0.008016464736851527,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_g63,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × G-D trailing 63d relative strength,,0.0072766196673471825,2.2108976701147007,0.024835804290503326,4.394272580101921,0.034067982860626546,3.6245775321190052,0.037618880359199476,1.6785237078096413,2300,36,,,,0.024835804290503326,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_g126,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × G-D trailing 126d relative strength,,0.007977285290890933,2.458903132064187,0.020503965399991927,3.3964878868391737,0.02453491928065807,2.1700411180977697,0.021586184126391416,1.2242467990979788,2237,35,,,,0.020503965399991927,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_cs,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × Credit stress level: z(BAA-10Y spread),,0.012719758237502253,1.592288715160228,0.02514082554256285,1.4856362286052867,0.01717741055847549,0.7938565086157173,0.002626293770552279,0.059360105079570076,4780,37,,,,0.02514082554256285,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_ce,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × Credit relief: -z(BAA-10Y spread 21d change),1.0,0.0006521960927613289,0.17074314658388048,-0.004925317696479382,-0.8191732443825134,-0.013128634212245424,-1.7418073233834122,-0.014782029791734447,-0.7136809416091521,4780,37,False,True,False,-0.004925317696479382,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_cg,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × Credit quality gap: z(BAA spread - AAA spread),,0.004774031593752238,0.6272083761434638,0.021404501967082185,1.3395181679660506,0.017268402822879093,0.7962991847068428,-0.08907944350930035,-1.5821271230805989,4780,37,,,,0.021404501967082185,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_hys,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × HY ETF stress: z(HYG 252d drawdown depth),,0.0006795238814463578,0.16119599349732097,0.0026879818446476694,0.2803974016897729,-0.0045152288538028145,-0.3357475116865491,-0.028179635403371154,-1.2352227234418887,3490,37,,,,0.0026879818446476694,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_hyr,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × HY ETF relief: z(HYG/LQD 21d relative return),1.0,-0.0032581490561299506,-1.1919572586994163,-0.004735860454662479,-0.8894653939567031,-0.011549211196137457,-1.4649321534702477,0.0068489990318810305,0.32722069595776415,3594,37,False,False,True,-0.004735860454662479,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_lqs,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × IG credit stress: z(LQD/SHY 21d weakness),,-0.0022762703015037702,-0.7976341915527767,0.000727469086390272,0.1292447502595118,0.002377711364485053,0.34504721636294694,0.025915446770245126,0.8521053605775813,3594,37,,,,0.000727469086390272,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_g63,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × G-D trailing 63d relative strength,,0.0003433482701330978,0.17548079878040898,-0.00017766893287772837,-0.04367574304635668,-0.003845364016162312,-0.5891344729626733,-0.03485392665226562,-1.290775859548138,2300,36,,,,-0.00017766893287772837,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_g126,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × G-D trailing 126d relative strength,,0.00106657568817688,0.4631024443922815,0.0019188540811459437,0.46176041162096804,0.002192919565622136,0.3238069733943089,-0.04175925941715654,-1.942952581376119,2237,35,,,,0.0019188540811459437,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_cs,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × Credit stress level: z(BAA-10Y spread),1.0,-0.000959761754236838,-0.3918538385474509,-0.002104945497367192,-0.49534997027993494,0.0010000938066141193,0.13947240401109304,-0.039009613910667096,-1.4113035760472974,5010,37,False,True,False,-0.002104945497367192,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_ce,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × Credit relief: -z(BAA-10Y spread 21d change),,0.0011719666233042086,1.3377169518956813,0.0038897382945411252,2.1183458548517833,0.004510334825243064,2.38863080453664,0.012092414445375916,1.4624347669544064,5010,37,,,,0.0038897382945411252,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_cg,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × Credit quality gap: z(BAA spread - AAA spread),,0.0018475024444913192,0.7383999086798185,0.0020777904282996912,0.414938203837143,0.005696091114792273,0.6708803021635875,-0.0386659583307017,-0.8799792807128792,5010,37,,,,0.0020777904282996912,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_hys,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × HY ETF stress: z(HYG 252d drawdown depth),1.0,-0.0008339915891837795,-0.724457495559845,-0.002191090148427631,-0.8923681954554014,0.0004497640941357261,0.12437314151518354,-0.008829095412274245,-0.5656156843679917,3490,37,False,True,False,-0.002191090148427631,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_hyr,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × HY ETF relief: z(HYG/LQD 21d relative return),,0.0007658765276766965,0.9219179302835593,0.0029273043693925074,1.4862803311839303,0.004740720566297102,2.0187749798717176,0.011957393343748946,0.9513846759596525,3594,37,,,,0.0029273043693925074,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_lqs,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × IG credit stress: z(LQD/SHY 21d weakness),1.0,-0.0009149660226145049,-1.800371994246577,-0.002575244917344292,-2.082515860941673,-0.0016144519790268316,-0.9774154106716083,-0.01828839995315671,-1.4240803639286577,3594,37,False,False,False,-0.002575244917344292,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_g126,1_all_pairwise_directional,G-D trailing 63d relative strength × G-D trailing 126d relative strength,,0.0014751806049920074,0.6189428552017342,0.004765861004302803,0.756611078164582,-0.0034856972188285103,-0.3829907906828923,0.018459003523064253,1.2602984763350535,2237,35,,,,0.004765861004302803,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_cs,1_all_pairwise_directional,G-D trailing 63d relative strength × Credit stress level: z(BAA-10Y spread),,0.01581038397658083,2.1864167481317116,0.05604149461990554,5.487571304649134,0.04803131263531266,2.5112826766012417,0.08728631014047314,2.2946630534829806,2300,36,,,,0.05604149461990554,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_ce,1_all_pairwise_directional,G-D trailing 63d relative strength × Credit relief: -z(BAA-10Y spread 21d change),,0.003260157255541888,1.3660768463214727,-0.0035779633110809084,-0.6644768996496031,-0.006877467896259256,-0.9198112021633865,-0.01540085551441421,-0.528163243723212,2300,36,,,,-0.0035779633110809084,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_cg,1_all_pairwise_directional,G-D trailing 63d relative strength × Credit quality gap: z(BAA spread - AAA spread),,0.003194895936623048,0.5798234176300535,0.014127337480914487,0.9615167262448423,0.007436166001018544,0.26600352643321257,0.03337529059999595,1.0138321348045694,2300,36,,,,0.014127337480914487,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_hys,1_all_pairwise_directional,G-D trailing 63d relative strength × HY ETF stress: z(HYG 252d drawdown depth),,-0.00015221968784357172,-0.07084421708006881,0.0025255392162554695,0.34091721404019326,0.005934676793343758,0.546456783280701,0.01127141977090669,0.7398175840036291,2300,36,,,,0.0025255392162554695,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_hyr,1_all_pairwise_directional,G-D trailing 63d relative strength × HY ETF relief: z(HYG/LQD 21d relative return),,0.000271689495919501,0.1235991333626001,-3.3443041026567314e-05,-0.008692129893318811,-0.003544669519140189,-0.653013333720941,-0.03729253076036647,-1.9019594633594485,2300,36,,,,-3.3443041026567314e-05,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_lqs,1_all_pairwise_directional,G-D trailing 63d relative strength × IG credit stress: z(LQD/SHY 21d weakness),,0.0014370123229381618,0.819333615557126,0.0065060937980359786,1.302845118457065,0.012000903920651233,2.2541778615043686,-0.010171472776698987,-0.40505595233156017,2300,36,,,,0.0065060937980359786,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_cs,1_all_pairwise_directional,G-D trailing 126d relative strength × Credit stress level: z(BAA-10Y spread),,0.01765263446803715,2.2860857194175686,0.0526227573960599,3.9409014992825817,0.051620086850485934,2.583337646144944,0.040567367654125525,1.096656141977321,2237,35,,,,0.0526227573960599,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_ce,1_all_pairwise_directional,G-D trailing 126d relative strength × Credit relief: -z(BAA-10Y spread 21d change),,0.004000023938447776,1.4427346559847984,-0.0012256383896159689,-0.23239439364710973,-0.010954409864792947,-1.499794057899102,-0.018476156624039106,-0.47695498134393693,2237,35,,,,-0.0012256383896159689,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_cg,1_all_pairwise_directional,G-D trailing 126d relative strength × Credit quality gap: z(BAA spread - AAA spread),,0.005690105658304299,0.8720712510375143,0.027845176852212515,2.091710076275281,0.03584398384625544,1.8791294424291478,0.03757682586297417,1.0951447034748616,2237,35,,,,0.027845176852212515,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_hys,1_all_pairwise_directional,G-D trailing 126d relative strength × HY ETF stress: z(HYG 252d drawdown depth),,0.001691030876343243,0.589492978002591,0.01421457869174506,2.327368059459541,0.029818825295051744,5.361544008833998,0.019383926330435203,1.1707786921899688,2237,35,,,,0.01421457869174506,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_hyr,1_all_pairwise_directional,G-D trailing 126d relative strength × HY ETF relief: z(HYG/LQD 21d relative return),,0.0026842762599077995,1.1935853815323194,0.004492109424027621,1.265927385258317,-0.005538444503283871,-1.0750727995894815,-0.09320481583795526,-3.1890825342737683,2237,35,,,,0.004492109424027621,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_lqs,1_all_pairwise_directional,G-D trailing 126d relative strength × IG credit stress: z(LQD/SHY 21d weakness),,0.0030599983714399114,1.6581686924901091,0.008440897567186368,1.4555781024946348,0.012239996142291246,2.8034512600576744,0.0137077473280518,0.5740862877634294,2237,35,,,,0.008440897567186368,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_ce,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × Credit relief: -z(BAA-10Y spread 21d change),1.0,-0.002192547822462751,-0.8134814671744495,-0.009699358551502888,-1.9802360447881686,-0.00807157418684586,-1.383838507890797,-0.024782614823818695,-1.3924046343982668,5010,37,False,False,False,-0.009699358551502888,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_cg,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × Credit quality gap: z(BAA spread - AAA spread),,0.01294880267107062,1.8375143755984469,0.04040021299342092,3.041758914930385,0.0432952491439797,2.197705716110214,0.11440196608555028,1.5434972113086727,5031,37,,,,0.04040021299342092,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_hys,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × HY ETF stress: z(HYG 252d drawdown depth),,0.008045597992046826,2.098172443428308,0.026696686430339577,3.727178498726632,0.027850751582926433,3.0859089226495713,0.05532518010030036,1.8449176751058514,3490,37,,,,0.026696686430339577,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_hyr,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × HY ETF relief: z(HYG/LQD 21d relative return),1.0,-0.0024889369426805254,-0.8411379026377284,-0.00577494980387551,-0.746668485421539,-0.014577216239188612,-2.13933384179778,-0.040743227168018474,-1.276350052153887,3594,37,False,False,False,-0.00577494980387551,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_lqs,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × IG credit stress: z(LQD/SHY 21d weakness),,0.0019894804171014238,1.0543971974253346,0.01002119434876236,2.5232694469182193,0.008773674281945339,1.5751295358048565,0.03990667290390382,1.749316152085994,3594,37,,,,0.01002119434876236,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,ce_x_cg,1_all_pairwise_directional,Credit relief: -z(BAA-10Y spread 21d change) × Credit quality gap: z(BAA spread - AAA spread),,-0.0023564468276887503,-0.761338223723338,-0.009771102037640608,-1.675636586005593,-0.004512967793857179,-0.6031887556074199,-0.04466558498192188,-1.72481047217583,5010,37,,,,-0.009771102037640608,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,ce_x_hys,1_all_pairwise_directional,Credit relief: -z(BAA-10Y spread 21d change) × HY ETF stress: z(HYG 252d drawdown depth),1.0,-0.002891198214642578,-1.883773111224203,-0.006670608729800522,-2.233644556797293,-0.0012144130678809983,-0.35504346001481235,-0.01649363021238014,-1.7059173280696533,3490,37,False,False,False,-0.006670608729800522,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,ce_x_hyr,1_all_pairwise_directional,Credit relief: -z(BAA-10Y spread 21d change) × HY ETF relief: z(HYG/LQD 21d relative return),,0.0011724276649649952,0.9738500798497393,0.0042841469906387064,1.5933869559843747,0.003988577384737346,1.845160458971452,0.01498070103877497,1.5646421581035501,3594,37,,,,0.0042841469906387064,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,ce_x_lqs,1_all_pairwise_directional,Credit relief: -z(BAA-10Y spread 21d change) × IG credit stress: z(LQD/SHY 21d weakness),1.0,-0.001113969518762211,-1.6915639441484802,-0.003794575066066618,-2.6721090241675536,-0.002841787303831812,-1.5228726658926648,-0.01321441659165064,-1.768535246285328,3594,37,False,False,False,-0.003794575066066618,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cg_x_hys,1_all_pairwise_directional,Credit quality gap: z(BAA spread - AAA spread) × HY ETF stress: z(HYG 252d drawdown depth),,0.005790887026380024,1.3078351990602386,0.02822143820365597,2.875334754751629,0.049631204341597235,2.843787453061022,0.06743496984433715,1.4115646914342346,3490,37,,,,0.02822143820365597,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cg_x_hyr,1_all_pairwise_directional,Credit quality gap: z(BAA spread - AAA spread) × HY ETF relief: z(HYG/LQD 21d relative return),,0.0023078660839720537,0.5693803139406738,0.0040600150929454015,0.5344625502989142,-0.007481568552467592,-0.9506363065007559,-0.01826185354628391,-0.4897265805390036,3594,37,,,,0.0040600150929454015,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cg_x_lqs,1_all_pairwise_directional,Credit quality gap: z(BAA spread - AAA spread) × IG credit stress: z(LQD/SHY 21d weakness),,0.00151867862621126,0.5261447466924836,0.015303736994189819,2.213849499429133,0.015961227513957517,1.622426492270008,0.042692603212249006,1.2251998687671566,3594,37,,,,0.015303736994189819,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,hys_x_hyr,1_all_pairwise_directional,HY ETF stress: z(HYG 252d drawdown depth) × HY ETF relief: z(HYG/LQD 21d relative return),1.0,-0.0017487487300513838,-1.1422692522529507,-0.002207943702502079,-0.9087086951831633,-0.001034702945070114,-0.2878158451023766,-0.017087721618696775,-1.2136378296141987,3490,37,False,False,False,-0.002207943702502079,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,hys_x_lqs,1_all_pairwise_directional,HY ETF stress: z(HYG 252d drawdown depth) × IG credit stress: z(LQD/SHY 21d weakness),,-5.415039617069026e-06,-0.005597046653976725,0.0031735559405309238,1.519928943473377,0.0022790565796228525,0.7158401763712701,0.0002548031009627534,0.020265143364366137,3490,37,,,,0.0031735559405309238,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,hyr_x_lqs,1_all_pairwise_directional,HY ETF relief: z(HYG/LQD 21d relative return) × IG credit stress: z(LQD/SHY 21d weakness),1.0,-0.001672671180325214,-1.458823332380686,-0.0030937991886846863,-1.6242877969541147,-0.002331037675382211,-1.0141013513107768,-0.017964837060349674,-1.584506397917292,3594,37,False,False,False,-0.0030937991886846863,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,credit_stress_pos_x_credit_relief_pos,2_positive_part_bond_credit,High credit spread with credit-spread tightening,1.0,0.018180491642286644,1.626914060063136,0.05264518686791165,2.246727163839519,0.06482143250471328,2.0757195165893543,0.21547741454237052,1.1231220103270776,1112,1,True,True,True,0.05264518686791165,True,False,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,credit_stress_pos_x_vix_relief_pos,2_positive_part_bond_credit,Credit stress with volatility relief,1.0,0.007077591551837449,1.354868539190627,0.02658228580268848,1.9789701685504644,0.045185880131901515,2.814466889577481,0.0,,1231,0,True,True,False,0.02658228580268848,True,False,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,credit_stress_pos_x_rate_relief_pos,2_positive_part_bond_credit,Credit stress with rate relief,1.0,0.011699267481246856,1.1057951552614564,0.041946997624620626,1.503049082666611,0.059249051798509686,1.8703149540830153,0.17724939494175626,1.652933437425573,1125,1,True,True,True,0.041946997624620626,True,False,False
